"icd9","condition_code","condition"
"29663","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29664","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29665","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29666","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2967","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29680","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29681","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29682","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29689","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29690","58","Major Depressive, Bipolar, and Paranoid Disorders"
"29699","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2970","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2971","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2972","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2973","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2978","58","Major Depressive, Bipolar, and Paranoid Disorders"
"2979","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9500","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9501","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9502","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9503","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9504","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9505","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9506","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9507","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9508","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9509","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9510","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9511","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9518","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9520","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9521","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9528","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9529","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9530","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9531","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9538","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9539","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E954","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9550","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9551","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9552","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9553","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9554","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9555","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9556","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9557","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9559","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E956","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9570","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9571","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9572","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9579","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9580","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9581","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9582","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9583","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9584","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9585","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9586","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9587","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9588","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E9589","58","Major Depressive, Bipolar, and Paranoid Disorders"
"E959","58","Major Depressive, Bipolar, and Paranoid Disorders"
"0074","6","Opportunistic Infections"
"0310","6","Opportunistic Infections"
"0312","6","Opportunistic Infections"
"0785","6","Opportunistic Infections"
"1124","6","Opportunistic Infections"
"1125","6","Opportunistic Infections"
"11284","6","Opportunistic Infections"
"1173","6","Opportunistic Infections"
"1175","6","Opportunistic Infections"
"1177","6","Opportunistic Infections"
"118","6","Opportunistic Infections"
"1300","6","Opportunistic Infections"
"1304","6","Opportunistic Infections"
"1308","6","Opportunistic Infections"
"1363","6","Opportunistic Infections"
"3210","6","Opportunistic Infections"
"4841","6","Opportunistic Infections"
"4846","6","Opportunistic Infections"
"34400","70","Quadriplegia"
"34401","70","Quadriplegia"
"34402","70","Quadriplegia"
"34403","70","Quadriplegia"
"34404","70","Quadriplegia"
"34409","70","Quadriplegia"
"78072","70","Quadriplegia"
"80601","70","Quadriplegia"
"80606","70","Quadriplegia"
"80611","70","Quadriplegia"
"80616","70","Quadriplegia"
"95201","70","Quadriplegia"
"95206","70","Quadriplegia"
"3441","71","Paraplegia"
"80621","71","Paraplegia"
"80626","71","Paraplegia"
"80631","71","Paraplegia"
"80636","71","Paraplegia"
"95211","71","Paraplegia"
"95216","71","Paraplegia"
"0522","72","Spinal Cord Disorders/Injuries"
"05314","72","Spinal Cord Disorders/Injuries"
"05474","72","Spinal Cord Disorders/Injuries"
"32302","72","Spinal Cord Disorders/Injuries"
"32342","72","Spinal Cord Disorders/Injuries"
"32352","72","Spinal Cord Disorders/Injuries"
"32363","72","Spinal Cord Disorders/Injuries"
"32372","72","Spinal Cord Disorders/Injuries"
"32382","72","Spinal Cord Disorders/Injuries"
"3340","72","Spinal Cord Disorders/Injuries"
"3341","72","Spinal Cord Disorders/Injuries"
"3342","72","Spinal Cord Disorders/Injuries"
"3343","72","Spinal Cord Disorders/Injuries"
"3344","72","Spinal Cord Disorders/Injuries"
"3348","72","Spinal Cord Disorders/Injuries"
"3349","72","Spinal Cord Disorders/Injuries"
"3350","72","Spinal Cord Disorders/Injuries"
"33510","72","Spinal Cord Disorders/Injuries"
"33511","72","Spinal Cord Disorders/Injuries"
"33519","72","Spinal Cord Disorders/Injuries"
"3358","72","Spinal Cord Disorders/Injuries"
"3359","72","Spinal Cord Disorders/Injuries"
"3360","72","Spinal Cord Disorders/Injuries"
"3361","72","Spinal Cord Disorders/Injuries"
"3362","72","Spinal Cord Disorders/Injuries"
"3363","72","Spinal Cord Disorders/Injuries"
"3368","72","Spinal Cord Disorders/Injuries"
"3369","72","Spinal Cord Disorders/Injuries"
"34120","72","Spinal Cord Disorders/Injuries"
"34121","72","Spinal Cord Disorders/Injuries"
"34122","72","Spinal Cord Disorders/Injuries"
"34460","72","Spinal Cord Disorders/Injuries"
"34461","72","Spinal Cord Disorders/Injuries"
"7400","72","Spinal Cord Disorders/Injuries"
"7401","72","Spinal Cord Disorders/Injuries"
"7402","72","Spinal Cord Disorders/Injuries"
"74100","72","Spinal Cord Disorders/Injuries"
"74101","72","Spinal Cord Disorders/Injuries"
"74102","72","Spinal Cord Disorders/Injuries"
"74103","72","Spinal Cord Disorders/Injuries"
"74190","72","Spinal Cord Disorders/Injuries"
"74191","72","Spinal Cord Disorders/Injuries"
"74192","72","Spinal Cord Disorders/Injuries"
"74193","72","Spinal Cord Disorders/Injuries"
"7420","72","Spinal Cord Disorders/Injuries"
"7421","72","Spinal Cord Disorders/Injuries"
"7422","72","Spinal Cord Disorders/Injuries"
"7423","72","Spinal Cord Disorders/Injuries"
"7424","72","Spinal Cord Disorders/Injuries"
"74251","72","Spinal Cord Disorders/Injuries"
"74253","72","Spinal Cord Disorders/Injuries"
"74259","72","Spinal Cord Disorders/Injuries"
"7428","72","Spinal Cord Disorders/Injuries"
"7429","72","Spinal Cord Disorders/Injuries"
"80600","72","Spinal Cord Disorders/Injuries"
"80602","72","Spinal Cord Disorders/Injuries"
"80603","72","Spinal Cord Disorders/Injuries"
"80604","72","Spinal Cord Disorders/Injuries"
"80605","72","Spinal Cord Disorders/Injuries"
"80607","72","Spinal Cord Disorders/Injuries"
"80608","72","Spinal Cord Disorders/Injuries"
"80609","72","Spinal Cord Disorders/Injuries"
"80610","72","Spinal Cord Disorders/Injuries"
"80612","72","Spinal Cord Disorders/Injuries"
"80613","72","Spinal Cord Disorders/Injuries"
"80614","72","Spinal Cord Disorders/Injuries"
"80615","72","Spinal Cord Disorders/Injuries"
"80617","72","Spinal Cord Disorders/Injuries"
"80618","72","Spinal Cord Disorders/Injuries"
"80619","72","Spinal Cord Disorders/Injuries"
"80620","72","Spinal Cord Disorders/Injuries"
"80622","72","Spinal Cord Disorders/Injuries"
"80623","72","Spinal Cord Disorders/Injuries"
"80624","72","Spinal Cord Disorders/Injuries"
"80625","72","Spinal Cord Disorders/Injuries"
"80627","72","Spinal Cord Disorders/Injuries"
"80628","72","Spinal Cord Disorders/Injuries"
"80629","72","Spinal Cord Disorders/Injuries"
"80630","72","Spinal Cord Disorders/Injuries"
"80632","72","Spinal Cord Disorders/Injuries"
"80633","72","Spinal Cord Disorders/Injuries"
"80634","72","Spinal Cord Disorders/Injuries"
"80635","72","Spinal Cord Disorders/Injuries"
"80637","72","Spinal Cord Disorders/Injuries"
"80638","72","Spinal Cord Disorders/Injuries"
"80639","72","Spinal Cord Disorders/Injuries"
"8064","72","Spinal Cord Disorders/Injuries"
"8065","72","Spinal Cord Disorders/Injuries"
"80660","72","Spinal Cord Disorders/Injuries"
"80661","72","Spinal Cord Disorders/Injuries"
"80662","72","Spinal Cord Disorders/Injuries"
"80669","72","Spinal Cord Disorders/Injuries"
"80670","72","Spinal Cord Disorders/Injuries"
"80671","72","Spinal Cord Disorders/Injuries"
"80672","72","Spinal Cord Disorders/Injuries"
"80679","72","Spinal Cord Disorders/Injuries"
"8068","72","Spinal Cord Disorders/Injuries"
"8069","72","Spinal Cord Disorders/Injuries"
"9072","72","Spinal Cord Disorders/Injuries"
"95200","72","Spinal Cord Disorders/Injuries"
"95202","72","Spinal Cord Disorders/Injuries"
"95203","72","Spinal Cord Disorders/Injuries"
"95204","72","Spinal Cord Disorders/Injuries"
"95205","72","Spinal Cord Disorders/Injuries"
"95207","72","Spinal Cord Disorders/Injuries"
"95208","72","Spinal Cord Disorders/Injuries"
"95209","72","Spinal Cord Disorders/Injuries"
"95210","72","Spinal Cord Disorders/Injuries"
"95212","72","Spinal Cord Disorders/Injuries"
"95213","72","Spinal Cord Disorders/Injuries"
"95214","72","Spinal Cord Disorders/Injuries"
"95215","72","Spinal Cord Disorders/Injuries"
"95217","72","Spinal Cord Disorders/Injuries"
"95218","72","Spinal Cord Disorders/Injuries"
"95219","72","Spinal Cord Disorders/Injuries"
"9522","72","Spinal Cord Disorders/Injuries"
"9523","72","Spinal Cord Disorders/Injuries"
"9524","72","Spinal Cord Disorders/Injuries"
"9528","72","Spinal Cord Disorders/Injuries"
"9529","72","Spinal Cord Disorders/Injuries"
"33520","73","Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease"
"33521","73","Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease"
"33522","73","Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease"
"33523","73","Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease"
"33524","73","Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease"
"33529","73","Amyotrophic Lateral Sclerosis and Other Motor Neuron Disease"
"33371","74","Cerebral Palsy"
"3430","74","Cerebral Palsy"
"3431","74","Cerebral Palsy"
"3432","74","Cerebral Palsy"
"3433","74","Cerebral Palsy"
"3434","74","Cerebral Palsy"
"3438","74","Cerebral Palsy"
"3439","74","Cerebral Palsy"
"3570","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3571","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3573","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3574","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3575","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3576","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3577","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35781","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35782","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35789","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3579","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35800","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35801","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3581","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3582","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35830","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35831","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"35839","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3588","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3589","75","Myasthenia Gravis/Myoneural Disorders,  Inflammatory and Toxic Neuropathy"
"3590","76","Muscular Dystrophy"
"3591","76","Muscular Dystrophy"
"35921","76","Muscular Dystrophy"
"340","77","Multiple Sclerosis"
"3410","77","Multiple Sclerosis"
"3411","77","Multiple Sclerosis"
"3418","77","Multiple Sclerosis"
"3419","77","Multiple Sclerosis"
"3320","78","Parkinson's and Huntington's Diseases"
"3321","78","Parkinson's and Huntington's Diseases"
"3330","78","Parkinson's and Huntington's Diseases"
"3334","78","Parkinson's and Huntington's Diseases"
"34500","79","Seizure Disorders and Convulsions"
"34501","79","Seizure Disorders and Convulsions"
"34510","79","Seizure Disorders and Convulsions"
"34511","79","Seizure Disorders and Convulsions"
"3452","79","Seizure Disorders and Convulsions"
"3453","79","Seizure Disorders and Convulsions"
"34540","79","Seizure Disorders and Convulsions"
"34541","79","Seizure Disorders and Convulsions"
"34550","79","Seizure Disorders and Convulsions"
"34551","79","Seizure Disorders and Convulsions"
"34560","79","Seizure Disorders and Convulsions"
"34561","79","Seizure Disorders and Convulsions"
"34570","79","Seizure Disorders and Convulsions"
"34571","79","Seizure Disorders and Convulsions"
"34580","79","Seizure Disorders and Convulsions"
"34581","79","Seizure Disorders and Convulsions"
"34590","79","Seizure Disorders and Convulsions"
"34591","79","Seizure Disorders and Convulsions"
"78031","79","Seizure Disorders and Convulsions"
"78032","79","Seizure Disorders and Convulsions"
"78033","79","Seizure Disorders and Convulsions"
"78039","79","Seizure Disorders and Convulsions"
"1960","8","Metastatic Cancer and Acute Leukemia"
"1961","8","Metastatic Cancer and Acute Leukemia"
"1962","8","Metastatic Cancer and Acute Leukemia"
"1965","8","Metastatic Cancer and Acute Leukemia"
"1966","8","Metastatic Cancer and Acute Leukemia"
"1968","8","Metastatic Cancer and Acute Leukemia"
"1970","8","Metastatic Cancer and Acute Leukemia"
"1971","8","Metastatic Cancer and Acute Leukemia"
"1972","8","Metastatic Cancer and Acute Leukemia"
"1973","8","Metastatic Cancer and Acute Leukemia"
"1974","8","Metastatic Cancer and Acute Leukemia"
"1975","8","Metastatic Cancer and Acute Leukemia"
"1976","8","Metastatic Cancer and Acute Leukemia"
"1977","8","Metastatic Cancer and Acute Leukemia"
"1978","8","Metastatic Cancer and Acute Leukemia"
"1980","8","Metastatic Cancer and Acute Leukemia"
"1981","8","Metastatic Cancer and Acute Leukemia"
"1983","8","Metastatic Cancer and Acute Leukemia"
"1984","8","Metastatic Cancer and Acute Leukemia"
"1985","8","Metastatic Cancer and Acute Leukemia"
"1986","8","Metastatic Cancer and Acute Leukemia"
"1987","8","Metastatic Cancer and Acute Leukemia"
"19889","8","Metastatic Cancer and Acute Leukemia"
"1990","8","Metastatic Cancer and Acute Leukemia"
"20400","8","Metastatic Cancer and Acute Leukemia"
"20401","8","Metastatic Cancer and Acute Leukemia"
"20402","8","Metastatic Cancer and Acute Leukemia"
"20500","8","Metastatic Cancer and Acute Leukemia"
"20501","8","Metastatic Cancer and Acute Leukemia"
"20502","8","Metastatic Cancer and Acute Leukemia"
"20600","8","Metastatic Cancer and Acute Leukemia"
"20601","8","Metastatic Cancer and Acute Leukemia"
"20602","8","Metastatic Cancer and Acute Leukemia"
"20700","8","Metastatic Cancer and Acute Leukemia"
"20701","8","Metastatic Cancer and Acute Leukemia"
"20702","8","Metastatic Cancer and Acute Leukemia"
"20800","8","Metastatic Cancer and Acute Leukemia"
"20801","8","Metastatic Cancer and Acute Leukemia"
"20802","8","Metastatic Cancer and Acute Leukemia"
"20970","8","Metastatic Cancer and Acute Leukemia"
"20971","8","Metastatic Cancer and Acute Leukemia"
"20972","8","Metastatic Cancer and Acute Leukemia"
"20973","8","Metastatic Cancer and Acute Leukemia"
"20974","8","Metastatic Cancer and Acute Leukemia"
"20975","8","Metastatic Cancer and Acute Leukemia"
"20979","8","Metastatic Cancer and Acute Leukemia"
"3481","80","Coma, Brain Compression/Anoxic Damage"
"3484","80","Coma, Brain Compression/Anoxic Damage"
"3485","80","Coma, Brain Compression/Anoxic Damage"
"78001","80","Coma, Brain Compression/Anoxic Damage"
"78003","80","Coma, Brain Compression/Anoxic Damage"
"51900","82","Respirator Dependence/Tracheostomy Status"
"51901","82","Respirator Dependence/Tracheostomy Status"
"51902","82","Respirator Dependence/Tracheostomy Status"
"51909","82","Respirator Dependence/Tracheostomy Status"
"V440","82","Respirator Dependence/Tracheostomy Status"
"V4611","82","Respirator Dependence/Tracheostomy Status"
"V4612","82","Respirator Dependence/Tracheostomy Status"
"V4613","82","Respirator Dependence/Tracheostomy Status"
"V4614","82","Respirator Dependence/Tracheostomy Status"
"V550","82","Respirator Dependence/Tracheostomy Status"
"7991","83","Respiratory Arrest"
"42741","84","Cardio-Respiratory Failure and Shock"
"42742","84","Cardio-Respiratory Failure and Shock"
"4275","84","Cardio-Respiratory Failure and Shock"
"5184","84","Cardio-Respiratory Failure and Shock"
"51851","84","Cardio-Respiratory Failure and Shock"
"51852","84","Cardio-Respiratory Failure and Shock"
"51853","84","Cardio-Respiratory Failure and Shock"
"51881","84","Cardio-Respiratory Failure and Shock"
"51882","84","Cardio-Respiratory Failure and Shock"
"51883","84","Cardio-Respiratory Failure and Shock"
"51884","84","Cardio-Respiratory Failure and Shock"
"78550","84","Cardio-Respiratory Failure and Shock"
"78551","84","Cardio-Respiratory Failure and Shock"
"7980","84","Cardio-Respiratory Failure and Shock"
"7981","84","Cardio-Respiratory Failure and Shock"
"7982","84","Cardio-Respiratory Failure and Shock"
"7989","84","Cardio-Respiratory Failure and Shock"
"99801","84","Cardio-Respiratory Failure and Shock"
"39891","85","Congestive Heart Failure"
"40201","85","Congestive Heart Failure"
"40211","85","Congestive Heart Failure"
"40291","85","Congestive Heart Failure"
"40401","85","Congestive Heart Failure"
"40403","85","Congestive Heart Failure"
"40411","85","Congestive Heart Failure"
"40413","85","Congestive Heart Failure"
"40491","85","Congestive Heart Failure"
"40493","85","Congestive Heart Failure"
"4150","85","Congestive Heart Failure"
"4160","85","Congestive Heart Failure"
"4161","85","Congestive Heart Failure"
"4168","85","Congestive Heart Failure"
"4169","85","Congestive Heart Failure"
"4170","85","Congestive Heart Failure"
"4171","85","Congestive Heart Failure"
"4178","85","Congestive Heart Failure"
"4179","85","Congestive Heart Failure"
"4250","85","Congestive Heart Failure"
"42511","85","Congestive Heart Failure"
"42518","85","Congestive Heart Failure"
"4252","85","Congestive Heart Failure"
"4253","85","Congestive Heart Failure"
"4254","85","Congestive Heart Failure"
"4255","85","Congestive Heart Failure"
"4257","85","Congestive Heart Failure"
"4258","85","Congestive Heart Failure"
"4259","85","Congestive Heart Failure"
"4280","85","Congestive Heart Failure"
"4281","85","Congestive Heart Failure"
"42820","85","Congestive Heart Failure"
"42821","85","Congestive Heart Failure"
"42822","85","Congestive Heart Failure"
"42823","85","Congestive Heart Failure"
"42830","85","Congestive Heart Failure"
"42831","85","Congestive Heart Failure"
"42832","85","Congestive Heart Failure"
"42833","85","Congestive Heart Failure"
"42840","85","Congestive Heart Failure"
"42841","85","Congestive Heart Failure"
"42842","85","Congestive Heart Failure"
"42843","85","Congestive Heart Failure"
"4289","85","Congestive Heart Failure"
"4290","85","Congestive Heart Failure"
"4291","85","Congestive Heart Failure"
"41001","86","Acute Myocardial Infarction"
"41011","86","Acute Myocardial Infarction"
"41021","86","Acute Myocardial Infarction"
"41031","86","Acute Myocardial Infarction"
"41041","86","Acute Myocardial Infarction"
"41051","86","Acute Myocardial Infarction"
"41061","86","Acute Myocardial Infarction"
"41071","86","Acute Myocardial Infarction"
"41081","86","Acute Myocardial Infarction"
"41091","86","Acute Myocardial Infarction"
"4295","86","Acute Myocardial Infarction"
"4296","86","Acute Myocardial Infarction"
"41000","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41002","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41010","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41012","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41020","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41022","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41030","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41032","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41040","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41042","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41050","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41052","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41060","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41062","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41070","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41072","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41080","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41082","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41090","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41092","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"4110","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"4111","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41181","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"41189","87","Unstable Angina and Other Acute Ischemic Heart Disease"
"4130","88","Angina Pectoris"
"4131","88","Angina Pectoris"
"4139","88","Angina Pectoris"
"1500","9","Lung and Other Severe Cancers"
"1501","9","Lung and Other Severe Cancers"
"1502","9","Lung and Other Severe Cancers"
"1503","9","Lung and Other Severe Cancers"
"1504","9","Lung and Other Severe Cancers"
"1505","9","Lung and Other Severe Cancers"
"1508","9","Lung and Other Severe Cancers"
"1509","9","Lung and Other Severe Cancers"
"1510","9","Lung and Other Severe Cancers"
"1511","9","Lung and Other Severe Cancers"
"1512","9","Lung and Other Severe Cancers"
"1513","9","Lung and Other Severe Cancers"
"1514","9","Lung and Other Severe Cancers"
"1515","9","Lung and Other Severe Cancers"
"1516","9","Lung and Other Severe Cancers"
"1518","9","Lung and Other Severe Cancers"
"1519","9","Lung and Other Severe Cancers"
"1520","9","Lung and Other Severe Cancers"
"1521","9","Lung and Other Severe Cancers"
"1522","9","Lung and Other Severe Cancers"
"1523","9","Lung and Other Severe Cancers"
"1528","9","Lung and Other Severe Cancers"
"1529","9","Lung and Other Severe Cancers"
"1550","9","Lung and Other Severe Cancers"
"1551","9","Lung and Other Severe Cancers"
"1552","9","Lung and Other Severe Cancers"
"1560","9","Lung and Other Severe Cancers"
"1561","9","Lung and Other Severe Cancers"
"1562","9","Lung and Other Severe Cancers"
"1568","9","Lung and Other Severe Cancers"
"1569","9","Lung and Other Severe Cancers"
"1570","9","Lung and Other Severe Cancers"
"1571","9","Lung and Other Severe Cancers"
"1572","9","Lung and Other Severe Cancers"
"1573","9","Lung and Other Severe Cancers"
"1574","9","Lung and Other Severe Cancers"
"1578","9","Lung and Other Severe Cancers"
"1579","9","Lung and Other Severe Cancers"
"1580","9","Lung and Other Severe Cancers"
"1588","9","Lung and Other Severe Cancers"
"1589","9","Lung and Other Severe Cancers"
"1620","9","Lung and Other Severe Cancers"
"1622","9","Lung and Other Severe Cancers"
"1623","9","Lung and Other Severe Cancers"
"1624","9","Lung and Other Severe Cancers"
"1625","9","Lung and Other Severe Cancers"
"1628","9","Lung and Other Severe Cancers"
"1629","9","Lung and Other Severe Cancers"
"1630","9","Lung and Other Severe Cancers"
"1631","9","Lung and Other Severe Cancers"
"1638","9","Lung and Other Severe Cancers"
"1639","9","Lung and Other Severe Cancers"
"20300","9","Lung and Other Severe Cancers"
"20301","9","Lung and Other Severe Cancers"
"20302","9","Lung and Other Severe Cancers"
"20310","9","Lung and Other Severe Cancers"
"20311","9","Lung and Other Severe Cancers"
"20312","9","Lung and Other Severe Cancers"
"20380","9","Lung and Other Severe Cancers"
"20381","9","Lung and Other Severe Cancers"
"20382","9","Lung and Other Severe Cancers"
"20510","9","Lung and Other Severe Cancers"
"20511","9","Lung and Other Severe Cancers"
"20512","9","Lung and Other Severe Cancers"
"20520","9","Lung and Other Severe Cancers"
"20521","9","Lung and Other Severe Cancers"
"20522","9","Lung and Other Severe Cancers"
"20530","9","Lung and Other Severe Cancers"
"20531","9","Lung and Other Severe Cancers"
"20532","9","Lung and Other Severe Cancers"
"20580","9","Lung and Other Severe Cancers"
"20581","9","Lung and Other Severe Cancers"
"20582","9","Lung and Other Severe Cancers"
"20590","9","Lung and Other Severe Cancers"
"20591","9","Lung and Other Severe Cancers"
"20592","9","Lung and Other Severe Cancers"
"20610","9","Lung and Other Severe Cancers"
"20611","9","Lung and Other Severe Cancers"
"20612","9","Lung and Other Severe Cancers"
"20620","9","Lung and Other Severe Cancers"
"20621","9","Lung and Other Severe Cancers"
"20622","9","Lung and Other Severe Cancers"
"20680","9","Lung and Other Severe Cancers"
"20681","9","Lung and Other Severe Cancers"
"20682","9","Lung and Other Severe Cancers"
"20690","9","Lung and Other Severe Cancers"
"20691","9","Lung and Other Severe Cancers"
"20692","9","Lung and Other Severe Cancers"
"20710","9","Lung and Other Severe Cancers"
"20711","9","Lung and Other Severe Cancers"
"20712","9","Lung and Other Severe Cancers"
"20720","9","Lung and Other Severe Cancers"
"20721","9","Lung and Other Severe Cancers"
"20722","9","Lung and Other Severe Cancers"
"20780","9","Lung and Other Severe Cancers"
"20781","9","Lung and Other Severe Cancers"
"20782","9","Lung and Other Severe Cancers"
"4260","96","Specified Heart Arrhythmias"
"4270","96","Specified Heart Arrhythmias"
"4271","96","Specified Heart Arrhythmias"
"4272","96","Specified Heart Arrhythmias"
"42731","96","Specified Heart Arrhythmias"
"42732","96","Specified Heart Arrhythmias"
"42781","96","Specified Heart Arrhythmias"
"09487","99","Cerebral Hemorrhage"
"430","99","Cerebral Hemorrhage"
"431","99","Cerebral Hemorrhage"
"4320","99","Cerebral Hemorrhage"
"4321","99","Cerebral Hemorrhage"
"4329","99","Cerebral Hemorrhage"
